Document,Term,Term Frequency,Document Length,Inverse Document Frequency,TF-IDF Weight
Climate_Change_in_the_World.txt#doc0,equit,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,distribut,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,ensur,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,particip,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,16,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,educ,1,752,0.2877,0.2877
Climate_Change_in_the_World.txt#doc0,awar,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,drive,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,engag,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,polici,2,752,0.6931,1.3863
Climate_Change_in_the_World.txt#doc0,school,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,media,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,civil,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,societi,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,organ,1,752,0.2877,0.2877
Climate_Change_in_the_World.txt#doc0,inform,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,citizen,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,empow,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,take,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,youth,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,movement,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,friday,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,futur,2,752,0.47,0.94
Climate_Change_in_the_World.txt#doc0,highlight,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,import,2,752,0.6931,1.3863
Climate_Change_in_the_World.txt#doc0,intergener,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,justic,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,17,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,resili,3,752,0.9808,2.9425
Climate_Change_in_the_World.txt#doc0,compon,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,implement,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,code,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,enhanc,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,drainag,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,space,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,combat,2,752,1.3863,2.7726
Climate_Change_in_the_World.txt#doc0,smart,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,data,1,752,0.2877,0.2877
Climate_Change_in_the_World.txt#doc0,monitor,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,optim,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,18,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,indigen,2,752,1.3863,2.7726
Climate_Change_in_the_World.txt#doc0,tradit,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,knowledg,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,valuabl,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,insight,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,live,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,manag,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,deep,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,understand,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,local,1,752,0.47,0.47
Climate_Change_in_the_World.txt#doc0,recogn,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,respect,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,right,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,aspect,2,752,0.9808,1.9617
Climate_Change_in_the_World.txt#doc0,inclus,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,govern,2,752,0.2877,0.5754
Climate_Change_in_the_World.txt#doc0,19,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,busi,1,752,0.2877,0.2877
Climate_Change_in_the_World.txt#doc0,compani,1,752,0.2877,0.2877
Climate_Change_in_the_World.txt#doc0,set,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,sciencebas,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,target,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,suppli,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,chain,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,adopt,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,circular,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,model,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,esg,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,criteria,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,increasingli,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,investor,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,assess,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,corpor,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,respons,1,752,0.1335,0.1335
Climate_Change_in_the_World.txt#doc0,20,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,conclus,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,defin,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,time,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,widespread,1,752,0.9808,0.9808
Climate_Change_in_the_World.txt#doc0,interconnect,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,everi,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,urgent,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,collect,1,752,0.6931,0.6931
Climate_Change_in_the_World.txt#doc0,levels—loc,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,embrac,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,cooper,1,752,1.3863,1.3863
Climate_Change_in_the_World.txt#doc0,equiti,1,752,2.0794,2.0794
Climate_Change_in_the_World.txt#doc0,gener,1,752,0.1335,0.1335
Climate_Change_in_the_World.txt#doc0,come,1,752,1.3863,1.3863
cybersecurity.txt#doc1,comput,16,693,0.6931,11.0904
cybersecurity.txt#doc1,secur,22,693,0.2877,6.329
cybersecurity.txt#doc1,also,3,693,0.0,0.0
cybersecurity.txt#doc1,cybersecur,5,693,0.6931,3.4657
cybersecurity.txt#doc1,digit,3,693,0.2877,0.863
cybersecurity.txt#doc1,inform,7,693,0.47,3.29
cybersecurity.txt#doc1,technolog,3,693,0.1335,0.4006
cybersecurity.txt#doc1,subdisciplin,1,693,1.3863,1.3863
cybersecurity.txt#doc1,within,1,693,0.6931,0.6931
cybersecurity.txt#doc1,field,3,693,0.9808,2.9425
cybersecurity.txt#doc1,consist,2,693,1.3863,2.7726
cybersecurity.txt#doc1,protect,2,693,0.6931,1.3863
cybersecurity.txt#doc1,softwar,4,693,0.6931,2.7726
cybersecurity.txt#doc1,system,10,693,0.1335,1.3353
cybersecurity.txt#doc1,network,6,693,0.47,2.82
cybersecurity.txt#doc1,threat,6,693,0.6931,4.1589
cybersecurity.txt#doc1,lead,1,693,0.6931,0.6931
cybersecurity.txt#doc1,unauthor,3,693,2.0794,6.2383
cybersecurity.txt#doc1,disclosur,1,693,2.0794,2.0794
cybersecurity.txt#doc1,theft,1,693,1.3863,1.3863
cybersecurity.txt#doc1,damag,2,693,2.0794,4.1589
cybersecurity.txt#doc1,hardwar,1,693,2.0794,2.0794
cybersecurity.txt#doc1,data,1,693,0.2877,0.2877
cybersecurity.txt#doc1,well,1,693,0.9808,0.9808
cybersecurity.txt#doc1,disrupt,1,693,0.9808,0.9808
cybersecurity.txt#doc1,misdirect,1,693,2.0794,2.0794
cybersecurity.txt#doc1,servic,4,693,0.47,1.88
cybersecurity.txt#doc1,provid,1,693,0.9808,0.9808
cybersecurity.txt#doc1,signific,3,693,0.1335,0.4006
cybersecurity.txt#doc1,stem,1,693,2.0794,2.0794
cybersecurity.txt#doc1,expand,1,693,0.6931,0.6931
cybersecurity.txt#doc1,relianc,1,693,2.0794,2.0794
cybersecurity.txt#doc1,internet,8,693,0.47,3.76
cybersecurity.txt#doc1,wireless,1,693,2.0794,2.0794
cybersecurity.txt#doc1,standard,1,693,1.3863,1.3863
cybersecurity.txt#doc1,import,1,693,0.6931,0.6931
cybersecurity.txt#doc1,amplifi,1,693,2.0794,2.0794
cybersecurity.txt#doc1,growth,1,693,0.2877,0.2877
cybersecurity.txt#doc1,smart,1,693,0.6931,0.6931
cybersecurity.txt#doc1,devic,3,693,0.9808,2.9425
cybersecurity.txt#doc1,includ,2,693,0.9808,1.9617
cybersecurity.txt#doc1,smartphon,1,693,1.3863,1.3863
cybersecurity.txt#doc1,televis,1,693,2.0794,2.0794
cybersecurity.txt#doc1,variou,2,693,2.0794,4.1589
cybersecurity.txt#doc1,constitut,1,693,2.0794,2.0794
cybersecurity.txt#doc1,thing,1,693,0.9808,0.9808
cybersecurity.txt#doc1,iot,1,693,0.9808,0.9808
cybersecurity.txt#doc1,emerg,1,693,0.6931,0.6931
cybersecurity.txt#doc1,one,5,693,0.47,2.35
cybersecurity.txt#doc1,new,1,693,0.47,0.47
cybersecurity.txt#doc1,challeng,1,693,0.1335,0.1335
cybersecurity.txt#doc1,face,1,693,0.6931,0.6931
cybersecurity.txt#doc1,contemporari,1,693,2.0794,2.0794
cybersecurity.txt#doc1,world,1,693,0.47,0.47
cybersecurity.txt#doc1,due,2,693,0.9808,1.9617
cybersecurity.txt#doc1,complex,1,693,0.9808,0.9808
cybersecurity.txt#doc1,societi,1,693,0.47,0.47
cybersecurity.txt#doc1,support,1,693,0.47,0.47
cybersecurity.txt#doc1,particularli,1,693,0.47,0.47
cybersecurity.txt#doc1,crucial,1,693,0.6931,0.6931
cybersecurity.txt#doc1,govern,1,693,0.2877,0.2877
cybersecurity.txt#doc1,largescal,1,693,1.3863,1.3863
cybersecurity.txt#doc1,farreach,1,693,1.3863,1.3863
cybersecurity.txt#doc1,physic,2,693,2.0794,4.1589
cybersecurity.txt#doc1,effect,1,693,1.3863,1.3863
cybersecurity.txt#doc1,power,1,693,0.47,0.47
cybersecurity.txt#doc1,distribut,3,693,1.3863,4.1589
cybersecurity.txt#doc1,elect,1,693,2.0794,2.0794
cybersecurity.txt#doc1,financ,1,693,0.6931,0.6931
cybersecurity.txt#doc1,although,3,693,0.6931,2.0794
cybersecurity.txt#doc1,mani,4,693,0.47,1.88
cybersecurity.txt#doc1,aspect,1,693,0.9808,0.9808
cybersecurity.txt#doc1,involv,1,693,1.3863,1.3863
cybersecurity.txt#doc1,electron,1,693,0.9808,0.9808
cybersecurity.txt#doc1,password,1,693,1.3863,1.3863
cybersecurity.txt#doc1,encrypt,1,693,2.0794,2.0794
cybersecurity.txt#doc1,measur,1,693,0.9808,0.9808
cybersecurity.txt#doc1,metal,1,693,2.0794,2.0794
cybersecurity.txt#doc1,lock,1,693,2.0794,2.0794
cybersecurity.txt#doc1,still,3,693,1.3863,4.1589
cybersecurity.txt#doc1,use,10,693,0.0,0.0
cybersecurity.txt#doc1,prevent,1,693,2.0794,2.0794
cybersecurity.txt#doc1,tamper,1,693,2.0794,2.0794
cybersecurity.txt#doc1,perfect,1,693,2.0794,2.0794
cybersecurity.txt#doc1,subset,1,693,2.0794,2.0794
cybersecurity.txt#doc1,therefor,1,693,2.0794,2.0794
cybersecurity.txt#doc1,complet,1,693,1.3863,1.3863
cybersecurity.txt#doc1,align,1,693,1.3863,1.3863
cybersecurity.txt#doc1,converg,1,693,1.3863,1.3863
cybersecurity.txt#doc1,schema,1,693,2.0794,2.0794
cybersecurity.txt#doc1,vulner,9,693,0.9808,8.8275
cybersecurity.txt#doc1,refer,1,693,0.6931,0.6931
cybersecurity.txt#doc1,flaw,3,693,2.0794,6.2383
cybersecurity.txt#doc1,structur,1,693,0.9808,0.9808
cybersecurity.txt#doc1,execut,1,693,2.0794,2.0794
cybersecurity.txt#doc1,function,1,693,0.9808,0.9808
cybersecurity.txt#doc1,intern,1,693,0.6931,0.6931
cybersecurity.txt#doc1,oversight,1,693,2.0794,2.0794
cybersecurity.txt#doc1,compromis,1,693,2.0794,2.0794
cybersecurity.txt#doc1,discov,1,693,2.0794,2.0794
cybersecurity.txt#doc1,document,3,693,2.0794,6.2383
cybersecurity.txt#doc1,common,1,693,0.6931,0.6931
cybersecurity.txt#doc1,exposur,1,693,2.0794,2.0794
cybersecurity.txt#doc1,cve,1,693,2.0794,2.0794
cybersecurity.txt#doc1,databas,1,693,2.0794,2.0794
cybersecurity.txt#doc1,exploit,4,693,2.0794,8.3178
cybersecurity.txt#doc1,least,1,693,1.3863,1.3863
cybersecurity.txt#doc1,work,2,693,0.47,0.94
cybersecurity.txt#doc1,attack,12,693,1.3863,16.6355
cybersecurity.txt#doc1,exist,2,693,0.9808,1.9617
cybersecurity.txt#doc1,actor,1,693,1.3863,1.3863
cybersecurity.txt#doc1,malici,3,693,2.0794,6.2383
cybersecurity.txt#doc1,seek,1,693,1.3863,1.3863
cybersecurity.txt#doc1,known,1,693,0.9808,0.9808
cybersecurity.txt#doc1,research,2,693,0.2877,0.5754
cybersecurity.txt#doc1,reverseengin,1,693,2.0794,2.0794
cybersecurity.txt#doc1,hunt,1,693,2.0794,2.0794
cybersecurity.txt#doc1,autom,1,693,1.3863,1.3863
cybersecurity.txt#doc1,tool,5,693,0.6931,3.4657
cybersecurity.txt#doc1,custom,1,693,2.0794,2.0794
cybersecurity.txt#doc1,script,1,693,2.0794,2.0794
cybersecurity.txt#doc1,peopl,1,693,0.6931,0.6931
cybersecurity.txt#doc1,parti,1,693,2.0794,2.0794
cybersecurity.txt#doc1,cyber,4,693,1.3863,5.5452
cybersecurity.txt#doc1,howev,3,693,0.6931,2.0794
cybersecurity.txt#doc1,differ,2,693,2.0794,4.1589
cybersecurity.txt#doc1,group,4,693,2.0794,8.3178
cybersecurity.txt#doc1,like,4,693,0.2877,1.1507
cybersecurity.txt#doc1,experi,1,693,1.3863,1.3863
cybersecurity.txt#doc1,type,1,693,2.0794,2.0794
cybersecurity.txt#doc1,other,1,693,0.6931,0.6931
cybersecurity.txt#doc1,april,2,693,2.0794,4.1589
cybersecurity.txt#doc1,2023,1,693,2.0794,2.0794
cybersecurity.txt#doc1,unit,4,693,0.9808,3.9233
cybersecurity.txt#doc1,kingdom,1,693,2.0794,2.0794
cybersecurity.txt#doc1,depart,1,693,2.0794,2.0794
cybersecurity.txt#doc1,scienc,1,693,1.3863,1.3863
cybersecurity.txt#doc1,innov,1,693,0.1335,0.1335
cybersecurity.txt#doc1,releas,2,693,1.3863,2.7726
cybersecurity.txt#doc1,report,2,693,1.3863,2.7726
cybersecurity.txt#doc1,previou,1,693,1.3863,1.3863
cybersecurity.txt#doc1,12,2,693,0.47,0.94
cybersecurity.txt#doc1,month,2,693,2.0794,4.1589
cybersecurity.txt#doc1,survey,1,693,2.0794,2.0794
cybersecurity.txt#doc1,2263,1,693,2.0794,2.0794
cybersecurity.txt#doc1,uk,2,693,2.0794,4.1589
cybersecurity.txt#doc1,busi,7,693,0.2877,2.0138
cybersecurity.txt#doc1,1174,1,693,2.0794,2.0794
cybersecurity.txt#doc1,regist,1,693,2.0794,2.0794
cybersecurity.txt#doc1,chariti,3,693,2.0794,6.2383
cybersecurity.txt#doc1,554,1,693,2.0794,2.0794
cybersecurity.txt#doc1,educ,1,693,0.2877,0.2877
cybersecurity.txt#doc1,institut,1,693,0.6931,0.6931
cybersecurity.txt#doc1,found,1,693,2.0794,2.0794
cybersecurity.txt#doc1,32,1,693,2.0794,2.0794
cybersecurity.txt#doc1,24,1,693,2.0794,2.0794
cybersecurity.txt#doc1,overal,1,693,1.3863,1.3863
cybersecurity.txt#doc1,recal,1,693,2.0794,2.0794
cybersecurity.txt#doc1,breach,2,693,1.3863,2.7726
cybersecurity.txt#doc1,last,3,693,0.9808,2.9425
cybersecurity.txt#doc1,figur,1,693,2.0794,2.0794
cybersecurity.txt#doc1,much,1,693,1.3863,1.3863
cybersecurity.txt#doc1,higher,1,693,2.0794,2.0794
cybersecurity.txt#doc1,medium,2,693,2.0794,4.1589
cybersecurity.txt#doc1,59,1,693,2.0794,2.0794
cybersecurity.txt#doc1,larg,2,693,1.3863,2.7726
cybersecurity.txt#doc1,69,1,693,2.0794,2.0794
cybersecurity.txt#doc1,highincom,1,693,2.0794,2.0794
cybersecurity.txt#doc1,£500000,1,693,2.0794,2.0794
cybersecurity.txt#doc1,annual,1,693,1.3863,1.3863
cybersecurity.txt#doc1,incom,1,693,1.3863,1.3863
cybersecurity.txt#doc1,56,1,693,2.0794,2.0794
cybersecurity.txt#doc1,yet,1,693,1.3863,1.3863
cybersecurity.txt#doc1,often,3,693,0.2877,0.863
cybersecurity.txt#doc1,victim,1,693,2.0794,2.0794
cybersecurity.txt#doc1,sinc,3,693,1.3863,4.1589
cybersecurity.txt#doc1,larger,1,693,1.3863,1.3863
cybersecurity.txt#doc1,compani,1,693,0.2877,0.2877
cybersecurity.txt#doc1,gener,1,693,0.1335,0.1335
cybersecurity.txt#doc1,improv,1,693,0.47,0.47
cybersecurity.txt#doc1,decad,1,693,0.6931,0.6931
cybersecurity.txt#doc1,small,1,693,0.6931,0.6931
cybersecurity.txt#doc1,midsiz,1,693,2.0794,2.0794
cybersecurity.txt#doc1,smb,2,693,2.0794,4.1589
cybersecurity.txt#doc1,becom,2,693,0.2877,0.5754
cybersecurity.txt#doc1,increasingli,1,693,0.6931,0.6931
cybersecurity.txt#doc1,advanc,1,693,0.1335,0.1335
cybersecurity.txt#doc1,defend,1,693,1.3863,1.3863
cybersecurity.txt#doc1,affect,2,693,0.9808,1.9617
cybersecurity.txt#doc1,malwar,2,693,2.0794,4.1589
cybersecurity.txt#doc1,ransomwar,2,693,1.3863,2.7726
cybersecurity.txt#doc1,phish,2,693,1.3863,2.7726
cybersecurity.txt#doc1,maninthemiddl,1,693,2.0794,2.0794
cybersecurity.txt#doc1,denialof,1,693,2.0794,2.0794
cybersecurity.txt#doc1,do,1,693,2.0794,2.0794
cybersecurity.txt#doc1,normal,1,693,2.0794,2.0794
cybersecurity.txt#doc1,user,2,693,0.6931,1.3863
cybersecurity.txt#doc1,untarget,1,693,2.0794,2.0794
cybersecurity.txt#doc1,cyberattack,1,693,2.0794,2.0794
cybersecurity.txt#doc1,indiscrimin,1,693,2.0794,2.0794
cybersecurity.txt#doc1,target,1,693,0.6931,0.6931
cybersecurity.txt#doc1,possibl,1,693,0.9808,0.9808
cybersecurity.txt#doc1,techniqu,1,693,2.0794,2.0794
cybersecurity.txt#doc1,take,2,693,1.3863,2.7726
cybersecurity.txt#doc1,advantag,1,693,2.0794,2.0794
cybersecurity.txt#doc1,open,1,693,2.0794,2.0794
cybersecurity.txt#doc1,strategi,1,693,0.47,0.47
cybersecurity.txt#doc1,mostli,1,693,1.3863,1.3863
cybersecurity.txt#doc1,water,1,693,0.9808,0.9808
cybersecurity.txt#doc1,hole,1,693,2.0794,2.0794
cybersecurity.txt#doc1,scan,1,693,2.0794,2.0794
cybersecurity.txt#doc1,arriv,1,693,2.0794,2.0794
cybersecurity.txt#doc1,transform,1,693,0.2877,0.2877
cybersecurity.txt#doc1,initi,1,693,0.6931,0.6931
cybersecurity.txt#doc1,recent,1,693,0.9808,0.9808
cybersecurity.txt#doc1,year,3,693,0.2877,0.863
cybersecurity.txt#doc1,notion,1,693,2.0794,2.0794
cybersecurity.txt#doc1,familiar,1,693,2.0794,2.0794
cybersecurity.txt#doc1,subject,1,693,2.0794,2.0794
cybersecurity.txt#doc1,profession,2,693,0.9808,1.9617
cybersecurity.txt#doc1,person,1,693,0.2877,0.2877
cybersecurity.txt#doc1,live,1,693,0.9808,0.9808
cybersecurity.txt#doc1,present,1,693,0.9808,0.9808
cybersecurity.txt#doc1,60,1,693,2.0794,2.0794
cybersecurity.txt#doc1,chang,1,693,0.47,0.47
cybersecurity.txt#doc1,1970,3,693,0.9808,2.9425
cybersecurity.txt#doc1,1980,2,693,0.6931,1.3863
cybersecurity.txt#doc1,mainli,1,693,2.0794,2.0794
cybersecurity.txt#doc1,limit,1,693,0.6931,0.6931
cybersecurity.txt#doc1,academia,1,693,2.0794,2.0794
cybersecurity.txt#doc1,concept,1,693,1.3863,1.3863
cybersecurity.txt#doc1,increas,1,693,0.47,0.47
cybersecurity.txt#doc1,connect,1,693,0.9808,0.9808
cybersecurity.txt#doc1,virus,2,693,2.0794,4.1589
cybersecurity.txt#doc1,intrus,1,693,1.3863,1.3863
cybersecurity.txt#doc1,began,3,693,0.9808,2.9425
cybersecurity.txt#doc1,spread,1,693,1.3863,1.3863
cybersecurity.txt#doc1,1990,2,693,1.3863,2.7726
cybersecurity.txt#doc1,2000,1,693,2.0794,2.0794
cybersecurity.txt#doc1,mark,1,693,0.47,0.47
cybersecurity.txt#doc1,institution,1,693,2.0794,2.0794
cybersecurity.txt#doc1,organ,2,693,0.2877,0.5754
cybersecurity.txt#doc1,denial,1,693,2.0794,2.0794
cybersecurity.txt#doc1,led,2,693,1.3863,2.7726
cybersecurity.txt#doc1,formal,1,693,0.9808,0.9808
cybersecurity.txt#doc1,disciplin,1,693,2.0794,2.0794
cybersecurity.txt#doc1,1967,1,693,2.0794,2.0794
cybersecurity.txt#doc1,session,1,693,2.0794,2.0794
cybersecurity.txt#doc1,willi,1,693,2.0794,2.0794
cybersecurity.txt#doc1,ware,3,693,2.0794,6.2383
cybersecurity.txt#doc1,spring,1,693,2.0794,2.0794
cybersecurity.txt#doc1,joint,1,693,2.0794,2.0794
cybersecurity.txt#doc1,confer,1,693,2.0794,2.0794
cybersecurity.txt#doc1,later,2,693,2.0794,4.1589
cybersecurity.txt#doc1,public,3,693,0.2877,0.863
cybersecurity.txt#doc1,foundat,1,693,0.47,0.47
cybersecurity.txt#doc1,moment,1,693,2.0794,2.0794
cybersecurity.txt#doc1,histori,1,693,0.47,0.47
cybersecurity.txt#doc1,straddl,1,693,2.0794,2.0794
cybersecurity.txt#doc1,intersect,1,693,2.0794,2.0794
cybersecurity.txt#doc1,materi,2,693,1.3863,2.7726
cybersecurity.txt#doc1,cultur,1,693,0.9808,0.9808
cybersecurity.txt#doc1,polit,1,693,0.9808,0.9808
cybersecurity.txt#doc1,social,1,693,0.1335,0.1335
cybersecurity.txt#doc1,concern,1,693,0.2877,0.2877
cybersecurity.txt#doc1,1977,1,693,2.0794,2.0794
cybersecurity.txt#doc1,nist,1,693,2.0794,2.0794
cybersecurity.txt#doc1,introduc,1,693,0.47,0.47
cybersecurity.txt#doc1,cia,1,693,2.0794,2.0794
cybersecurity.txt#doc1,triad,1,693,2.0794,2.0794
cybersecurity.txt#doc1,confidenti,1,693,2.0794,2.0794
cybersecurity.txt#doc1,integr,1,693,0.6931,0.6931
cybersecurity.txt#doc1,avail,1,693,1.3863,1.3863
cybersecurity.txt#doc1,clear,1,693,2.0794,2.0794
cybersecurity.txt#doc1,simpl,1,693,2.0794,2.0794
cybersecurity.txt#doc1,way,2,693,1.3863,2.7726
cybersecurity.txt#doc1,describ,1,693,1.3863,1.3863
cybersecurity.txt#doc1,key,1,693,0.6931,0.6931
cybersecurity.txt#doc1,goal,1,693,1.3863,1.3863
cybersecurity.txt#doc1,relev,1,693,1.3863,1.3863
cybersecurity.txt#doc1,elabor,1,693,1.3863,1.3863
cybersecurity.txt#doc1,framework,1,693,0.47,0.47
cybersecurity.txt#doc1,propos,1,693,1.3863,1.3863
cybersecurity.txt#doc1,grave,1,693,2.0794,2.0794
cybersecurity.txt#doc1,develop,2,693,0.1335,0.2671
cybersecurity.txt#doc1,easili,1,693,2.0794,2.0794
cybersecurity.txt#doc1,identifi,1,693,2.0794,2.0794
cybersecurity.txt#doc1,came,1,693,2.0794,2.0794
cybersecurity.txt#doc1,insid,1,693,2.0794,2.0794
cybersecurity.txt#doc1,gain,3,693,0.6931,2.0794
cybersecurity.txt#doc1,access,2,693,0.1335,0.2671
cybersecurity.txt#doc1,sensit,1,693,1.3863,1.3863
cybersecurity.txt#doc1,file,1,693,1.3863,1.3863
cybersecurity.txt#doc1,earli,1,693,0.9808,0.9808
cybersecurity.txt#doc1,financi,1,693,0.6931,0.6931
cybersecurity.txt#doc1,second,1,693,2.0794,2.0794
cybersecurity.txt#doc1,half,1,693,2.0794,2.0794
cybersecurity.txt#doc1,establish,1,693,0.9808,0.9808
cybersecurity.txt#doc1,firm,1,693,1.3863,1.3863
cybersecurity.txt#doc1,ibm,1,693,0.6931,0.6931
cybersecurity.txt#doc1,start,2,693,1.3863,2.7726
cybersecurity.txt#doc1,offer,1,693,0.6931,0.6931
cybersecurity.txt#doc1,commerci,1,693,1.3863,1.3863
cybersecurity.txt#doc1,control,1,693,2.0794,2.0794
cybersecurity.txt#doc1,product,1,693,0.47,0.47
cybersecurity.txt#doc1,earliest,1,693,1.3863,1.3863
cybersecurity.txt#doc1,exampl,1,693,1.3863,1.3863
cybersecurity.txt#doc1,worm,3,693,2.0794,6.2383
cybersecurity.txt#doc1,creeper,2,693,2.0794,4.1589
cybersecurity.txt#doc1,written,1,693,2.0794,2.0794
cybersecurity.txt#doc1,bob,1,693,2.0794,2.0794
cybersecurity.txt#doc1,thoma,1,693,2.0794,2.0794
cybersecurity.txt#doc1,bbn,1,693,2.0794,2.0794
cybersecurity.txt#doc1,propag,1,693,2.0794,2.0794
cybersecurity.txt#doc1,arpanet,1,693,2.0794,2.0794
cybersecurity.txt#doc1,1971,1,693,1.3863,1.3863
cybersecurity.txt#doc1,program,2,693,0.6931,1.3863
cybersecurity.txt#doc1,pure,1,693,2.0794,2.0794
cybersecurity.txt#doc1,experiment,1,693,1.3863,1.3863
cybersecurity.txt#doc1,natur,1,693,0.6931,0.6931
cybersecurity.txt#doc1,carri,1,693,2.0794,2.0794
cybersecurity.txt#doc1,payload,1,693,2.0794,2.0794
cybersecurity.txt#doc1,reaper,1,693,2.0794,2.0794
cybersecurity.txt#doc1,creat,2,693,0.6931,1.3863
cybersecurity.txt#doc1,ray,1,693,2.0794,2.0794
cybersecurity.txt#doc1,tomlinson,1,693,2.0794,2.0794
cybersecurity.txt#doc1,1972,1,693,2.0794,2.0794
cybersecurity.txt#doc1,destroy,1,693,2.0794,2.0794
cybersecurity.txt#doc1,septemb,1,693,2.0794,2.0794
cybersecurity.txt#doc1,1986,1,693,2.0794,2.0794
cybersecurity.txt#doc1,june,2,693,2.0794,4.1589
cybersecurity.txt#doc1,1987,2,693,2.0794,4.1589
cybersecurity.txt#doc1,german,1,693,2.0794,2.0794
cybersecurity.txt#doc1,hacker,1,693,2.0794,2.0794
cybersecurity.txt#doc1,perform,1,693,0.6931,0.6931
cybersecurity.txt#doc1,first,3,693,0.9808,2.9425
cybersecurity.txt#doc1,case,1,693,2.0794,2.0794
cybersecurity.txt#doc1,espionag,2,693,2.0794,4.1589
cybersecurity.txt#doc1,hack,3,693,2.0794,6.2383
cybersecurity.txt#doc1,american,1,693,2.0794,2.0794
cybersecurity.txt#doc1,defens,1,693,1.3863,1.3863
cybersecurity.txt#doc1,contractor,3,693,2.0794,6.2383
cybersecurity.txt#doc1,univers,1,693,0.6931,0.6931
